Formula,Tc,Materials_family
La1.85Sr0.15Cu0.925Zn0.025O4,15,cuprate
La1.85Sr0.15Cu0.9825Zn0.0175O4,15,cuprate
La1.85Sr0.15Cu0.985Al0.015O4,15,cuprate
La1.8Ca1.032Sr0.168Cu2O6.08,15,cuprate
La1.92Ca0.08Cu1O4,15,cuprate
La1.9Gd0.1Ba2Ca0.2Cu4.2O9.839,15,cuprate
Li0.05Zr1N1Cl1,15,others
Li0.14Zr1N1Cl1,15,others
Li0.55Zr1N1Cl1,15,others
Li0.65Zr1N1Cl1,15,others
Mg0.16Zr1N1Cl1,15,others
Na0.59Zr1N1Cl1,15,others
Na0.5Zr1N1Cl1,15,others
Na4H4C60,15,others
Nb2.55V0.45Sn1,15,others
Nb2.88Ti0.12Al1,15,others
Nb0.8Fe0.01Ga0.19,15,others
Nd0.85La1Ce0.15Cu1O4,15,cuprate
Nd0.8Sr0.2Ni1O2,15,others
Nd1.11Gd0.74Ce0.15Cu1O4,15,cuprate
Pr1.7945Y0.0555Ce0.15Cu1O4,15,cuprate
Sm1.05Gd0.8Ce0.15Cu1O3.97,15,cuprate
Sm1.7575Gd0.0925Ce0.15Cu1O4,15,cuprate
Sm1.80375Y0.04625Ce0.15Cu1O4,15,cuprate
Y0.3Lu0.7Ni2B2C1,15,heavy-Fermion
Y0.6Pr0.4Ba2Cu3O6.53,15,cuprate
Y1Sr0.5Ba1.5Cu2.5B0.5O7,15,cuprate
Yb0.45Pr0.55Ba1.7Sr0.3Cu3O6.91,15,cuprate
Zr1Zn0.04N1Cl1,15,others
Pt3.72Ca10Fe9.28As18,14.9,iron-based
V0.747Ga0.253,14.9,others
La0.8Rh4P12,14.9,heavy-Fermion
La1.62Nd0.2Ba0.18Cu1O4,14.9,cuprate
Y0.5Lu0.5Ni2B2C1,14.9,others
Nb0.8Cr0.005Ga0.195,14.9,others
Pr1Fe0.9Co0.1As1O1,14.9,iron-based
Y0.6Pr0.4Ba2Cu3O6.5,14.9,cuprate
Y0.75Lu0.25Ni2B2C1,14.9,others
La1.9Sr0.1Cu0.9925Zn0.0075O4,14.865,cuprate
Y2C3,14.85625,others
Dy1Ba1Sr1Cu3O6.6,14.85,cuprate
Ba1Fe1.936Ni0.064As2,14.833333,iron-based
Bi1Ba0.46K0.56O2.965,14.8,others
La0.18Ba0.82Fe2As2,14.8,iron-based
Ca1Fe1.874Co0.126As2,14.8,iron-based
Tm0.28Pt3Ca9.72Fe10As18,14.8,iron-based
Fe1Se0.42Te0.58,14.8,iron-based
La0.5Lu0.5Ni2B2C1,14.8,others
La1.83Sr0.17Cu0.97Ni0.03O4,14.8,cuprate
Zr0.073Nb2.927Al1,14.8,others
Pb0.98Mo6Cu0.036S8,14.8,others
Sc0.8Y0.2Ni2B2C1,14.8,others
Y0.84Lu0.16Ni2B2C1,14.8,others
Y1.8W0.2C3.1,14.8,others
La1.85Sr0.15Cu0.985Co0.015O4,14.75,cuprate
V3Si0.7P0.3,14.75,others
Nb0.256Ti0.744N0.88,14.72,others
Pb0.2Bi0.8Ba0.6K0.4O3,14.7,others
Mo1C0.75,14.7,others
La1.89Sr0.11Cu0.995Fe0.005O4,14.7,cuprate
Mo0.4Tc0.6,14.7,others
Na1C60N1,14.7,others
Na3.5C60N0.5,14.7,others
Na3C60N1,14.7,others
Nb1N0.9O0.02,14.7,others
Nd1Rh0.15Fe0.85As1O1,14.7,iron-based
Pr1Fe0.9Co0.1P0.1As0.9O1,14.7,iron-based
Sm1.8Ce0.2Cu1O4,14.7,cuprate
Bi0.025V3Ga0.975,14.7,others
Y1.6Th0.4C2.7,14.7,others
Y1Ni1.95Cu0.05B2C1,14.7,others
Y0.2Lu0.8Ni2B2C1,14.68,heavy-Fermion
Pb0.3Bi0.7Ba0.7K0.3O3,14.6,others
Ba1Fe1.784Co0.216As2,14.6,iron-based
V0.764Ga0.236,14.6,others
Pb0.92Mo6S7.5,14.6,others
Zr0.0225Nb0.7275Al0.25,14.6,others
Zr0.09Nb2.91Al1,14.6,others
Nb3Al0.8Sn0.2,14.6,others
Nb3Ga0.6Sn0.4,14.6,others
Nb3Al0.19Sn0.81,14.6,others
Pr0.8Sr0.2Fe1As1O1,14.6,iron-based
Pr1Fe1As1O0.918F0.082,14.6,iron-based
Y0.6Th1.4C2.5,14.6,others
Y0.6Th1.4C2.9,14.6,others
Ti0.15V2.85Si1,14.55,others
Pb1Mo5.1S4,14.51,others
Ba1Ru0.68Fe1.32As2,14.5,iron-based
Y0.9W0.1C1.55,14.5,others
La1.897Ba0.103Cu1O4,14.5,cuprate
Na0.66Zr1N1Cl1,14.5,others
Ta0.36Nb2.64Al1,14.5,others
Nd1.85Ce0.15Cu0.987Zn0.013O4,14.5,cuprate
Pr1.48Gd0.37Ce0.15Cu1O4,14.5,cuprate
Pr1.7575Y0.0925Ce0.15Cu1O4,14.5,cuprate
Sc0.7Y0.3Ni2B2C1,14.5,others
V0.794Si0.206,14.5,others
Th1Pd2B2C1,14.5,heavy-Fermion
Y1.8Ti0.2C3.1,14.5,others
Y1.8W0.2C2.9,14.5,others
Nb2.85Mo0.15Al1,14.45,others
Y0.95Tb0.05Ni2B2C1,14.42,others
Pr0.045Bi0.955Ba0.6K0.4O3,14.4,others
Ca0.2Ba1.55La1.25Cu3O6.99,14.4,cuprate
Ca0.4Ba1.35La1.25Cu3O6.92,14.4,cuprate
Mn0.02Fe0.98Se0.5Te0.5,14.4,others
Fe1Se0.4Te0.4,14.4,others
V3Si0.9Ge0.1,14.4,others
K0.6Zr1N1Cl1,14.4,others
Li1Ti1.91Cu0.09O4,14.4,others
Pb1Mo5.1S6,14.4,others
Nb1N1.07,14.4,others
Hf0.15Nb2.85Al1,14.4,others
Nb3Sn0.5Sb0.5,14.4,others
Nb0.763Al0.109Ge0.023Sn0.105,14.4,others
Sr1Fe1.766Co0.234As2,14.4,iron-based
Y0.45Pr0.55Ba2Cu3O6.953,14.4,cuprate
Y0.6Th1.4C2.7,14.4,others
V0.78Si0.22,14.38,others
Fe1Se0.3Te0.7,14.333333,iron-based
Ca0.3Nd0.7Ba1La1Cu3O7.24,14.3,cuprate
Fe1.03Se0.5Te0.5,14.3,others
Gd0.2Pb1Mo6S8,14.3,others
Gd0.5Nd1.35Ce0.15Cu1O4,14.3,cuprate
La1.9Ba0.1Cu0.99Ga0.01O4,14.3,cuprate
La1Fe1As1O0.82F0.18,14.3,iron-based
Na0.75Zr1N1Cl1,14.3,others
Nb3Ge0.19Sn0.81,14.3,others
Eu0.3Gd0.2Pb0.7Mo6S8,14.3,others
Sm1Fe0.875Co0.125As1O1,14.3,iron-based
Y1Ni1.985Cu0.015B2C1,14.3,others
Y1Co0.02Ni1.98B2C1,14.3,others
Mo5Al0.5Sn1S6,14.2,others
Bi2Sr1.3Nd0.7Cu1O6.417,14.2,cuprate
Hf0.05Mo0.95C0.75,14.2,others
La0.5Th0.5C1.45,14.2,others
Gd0.31Sm1.54Ce0.15Cu1O4,14.2,cuprate
Li0.17Zr1N1Cl1,14.2,others
Mo3Sn0.6S4,14.2,others
Nb0.625V0.125Sn0.25,14.2,others
Nb2.5V0.5Sn1,14.2,others
Pr1Fe0.9Co0.1P0.05As0.95O1,14.2,iron-based
Y1.8Ti0.2C2.9,14.2,others
Y1Ba2Cu2.79Zn0.21O6.97,14.2,cuprate
Ba1Fe1.82Ni0.18As2,14.15,iron-based
Nb2.7Cr0.3Al1,14.1,others
Ba1Fe1.782Co0.218As2,14.1,iron-based
Ca1Fe1.75Co0.25As2,14.1,iron-based
Fe1.04Se0.33Te0.67,14.1,iron-based
Fe1.05Se0.15Te0.85,14.1,iron-based
Fe1Se0.4Te0.6,14.1,iron-based
V0.7Ga0.3,14.1,others
Y0.2La0.8Mn0.02Fe0.98As1O0.89F0.11,14.1,iron-based
La1.73Sr0.27Cu0.97Ru0.03O4,14.1,cuprate
La1.805Sr0.195Cu0.98Ru0.02O4,14.1,cuprate
La1.83Ca1.006Sr0.164Cu2O6.08,14.1,cuprate
La1Fe0.995Zn0.005As1O0.85,14.1,iron-based
Nb0.8Ni0.01Ga0.19,14.1,others
Ta1.2Nb1.8Sn1,14.1,others
Nb3Al0.39Sn0.61,14.1,others
Nd1Ru0.5Fe0.5As1O0.89F0.11,14.1,others
Y0.95Pr0.05Ni2B2C1,14.05,others
Mo6Sn0.875S8,14.048,others
Al1Sr2Ca1.4Y0.6Cu3O9.1,14,cuprate
Ba0.805K0.195Fe1.738Co0.262As2,14,iron-based
Bi1Pb1Sr0.3Pr0.3Cu1O6,14,cuprate
Bi2Sr2Cu1O6.14,14,cuprate
Bi2Sr2Nd1.64Ce0.36Cu2O10.23,14,cuprate
Nd0.15Ca0.85Fe1As2,14,iron-based
Ca1La1Ba1Cu2.88Zn0.12O7,14,cuprate
Eu1Ba2Cu2.8Ga0.2O6.63,14,cuprate
Fe1.03Se0.4Te0.6,14,iron-based
Fe1.04Se0.4Te0.6,14,iron-based
Fe1.06Se0.5Te0.5,14,others
Fe1.11Se0.4Te0.6,14,iron-based
Fe1Se0.39Te0.61,14,iron-based
Fe1Se0.33Te0.67,14,iron-based
H0.1La1.89Sr0.11Cu0.995Fe0.005O4,14,cuprate
La0.4Pr0.4Ba1Ca1Cu3O7,14,cuprate
La0.65Ca0.05Pr0.3Ba1.5Sr0.5Cu3O6.896,14,cuprate
La1.76Ba0.24Cu1O4,14,cuprate
La1Ba1Cu2.82Co0.18O7,14,cuprate
La1Rh0.15Fe0.85As1O1,14,iron-based
La1Fe0.89Co0.11As1O1,14,iron-based
La1Rh0.1Fe0.9As1O1,14,iron-based
Li0.99Fe1.01As1,14,iron-based
Lu1Co0.06Ni1.97B2C1,14,heavy-Fermion
Mo0.45Tc0.55,14,others
Pb1Mo6S7,14,others
Na0.16Ti1N1Cl1,14,others
Na1Fe0.93Co0.07As1,14,iron-based
Nb2.55V0.45Al1,14,others
Be0.3Nb3Al0.7,14,others
Nd1.85Ce0.15Cu0.985Zn0.015O4,14,cuprate
Nd1Ba2Cu3O6.6,14,cuprate
Ru1Sr1.98La0.02Eu1Cu2O8,14,cuprate
Sm1.7575Y0.0925Ce0.15Cu1O4,14,cuprate
Sm1Fe1As1O0.915F0.085,14,iron-based
Tl1Ba0.6Ca0.4La1Cu1O5,14,cuprate
V0.73Al0.02Si0.25,14,others
Mo0.036V2.964Si1,14,others
Y0.25Pr0.75Sr2Cu2.8Re0.2O7,14,cuprate
Y0.3Pr0.7Ba1Sr1Cu3O6.95,14,cuprate
Y1Pd0.2Ni1.8B2C1,14,others
Zr1Zn0.035N1Br1,14,others
La1.85Sr0.15Cu0.97Ni0.03O4,13.975,cuprate
Ba1Fe1.85Ni0.15As2,13.933333,iron-based
V3Al0.1Ga0.9,13.9,others
V3Al0.3Ga0.7,13.9,others
Ba1Fe2P1.12As0.88,13.9,iron-based
Eu0.6Sr0.4Fe1.715Co0.285As2,13.9,iron-based
Fe1.03Se0.28Te0.72,13.9,iron-based
V0.745Ga0.255,13.9,others
V3In1,13.9,others
La1.82Ba0.18Cu0.99Zn0.01O4,13.9,cuprate
La1.885Ba0.115Cu1O4,13.9,cuprate
Mo0.95V0.05C1,13.9,others
Re0.1Mo0.9C1,13.9,others
Na1Fe0.9875Co0.0125As1,13.9,iron-based
Nb3Si0.27Sn0.73,13.9,others
Nb0.763Al0.143Ge0.023Sn0.071,13.9,others
Sr1Fe1.792Co0.208As2,13.9,iron-based
Y2Ba4Cu7O14.19,13.9,cuprate
Y0.9Mo0.1C1.45,13.8,others
Fe1Se0.328Te0.492,13.8,others
V0.753Ga0.247,13.8,others
H0.27La1.89Sr0.11Cu0.995Fe0.005O4,13.8,cuprate
Y0.75Ho0.25Ni2B2C1,13.8,others
La1.936Ce0.064Cu1O4,13.8,cuprate
Li0.16Zr1N1Cl1,13.8,others
Zr0.15Nb0.85N0.93,13.8,others
Nb0.96Ti0.04N0.9,13.8,others
Nb2.775Mo0.225Al1,13.8,others
Y0.95Ce0.05Ni2B2C1,13.8,others
Y1.8Mo0.2C2.9,13.8,others
Y1Ni1.9Cu0.1B2C1,13.75,others
Bi1.8Pb0.2Sr1.6La0.4Cu1O6.182,13.7,cuprate
Pt4.8Ca10Fe9.2As18,13.7,iron-based
Fe1.12Se0.3Te0.7,13.7,iron-based
Fe1Se0.246Te0.574,13.7,iron-based
La1.751Ba0.249Cu1O4,13.7,cuprate
La1.85Sr0.15Cu0.985Ga0.015O4,13.7,cuprate
La1.8Sr0.2Cu0.9753Zn0.0247O4,13.7,cuprate
Mo0.18Tc0.82,13.7,others
Mo0.9Ru0.1C1,13.7,others
Zr0.15Nb0.85N1,13.7,others
Hf0.08Nb0.92N0.93,13.7,others
Nb0.8Co0.01Ga0.19,13.7,others
Sr1.8Ca0.2V1Fe1As1O3,13.7,iron-based
Y1Pt0.1Ni1.9B2C1,13.7,others
Pb0.9Mo6Cu0.18S8,13.65,others
W0.25Mo6Sn0.875S8,13.635,others
Pt3.617Ca10Fe9.383As18,13.6,iron-based
Fe1.02Se0.5Te0.5,13.6,others
Fe1.02Se0.2Te0.8,13.6,iron-based
V0.735Ga0.265,13.6,others
V3Ga0.8Ge0.2,13.6,others
Gd0.32Pr1.53Ce0.15Cu1O4,13.6,cuprate
La1.85Sr0.15Cu0.978Zn0.022O4,13.6,cuprate
La1Ru0.5Fe0.5As1O0.89F0.11,13.6,others
La0.08Lu0.92Ni2B2C1,13.6,heavy-Fermion
La0.07Lu0.93Ni2B2C1,13.6,heavy-Fermion
Nb0.8Cr0.01Ga0.19,13.6,others
Zr0.141Nb2.859Al1,13.6,others
Nb3Al0.6Sn0.4,13.6,others
Au0.16H0.9Pd0.84,13.6,others
Sr0.8K0.2Fe2As2,13.6,iron-based
Ba0.5K0.5Fe1.7Co0.3As2,13.56,iron-based
Nb0.67Al0.33,13.5,others
Ba1Mn0.018Fe1.832Co0.15As2,13.5,iron-based
La0.08Ca0.92Pd4.2Fe8.6As18,13.5,iron-based
Ce1H1Fe0.78Co0.22As1,13.5,iron-based
Fe0.95Zn0.05Se0.3Te0.7,13.5,iron-based
Fe1.03Se0.2Te0.8,13.5,iron-based
Fe1Se0.38Te0.62,13.5,iron-based
Gd0.91La0.89Sr0.2Cu1O4,13.5,cuprate
H0.4La1.89Sr0.11Cu0.995Fe0.005O4,13.5,cuprate
K0.77Zr1N1Cl1,13.5,others
La1.5Ba1.4Ca0.1Cu3O6.912,13.5,cuprate
La1.83Sr0.17Cu0.65Ni0.35O4,13.5,cuprate
Mo0.95Ti0.05C1,13.5,others
Nb1N0.84,13.5,others
Nb0.05Mo0.95C1,13.5,others
Nb1Ru3,13.5,others
Nd0.8Sr0.2Fe1As1O1,13.5,iron-based
Nd1.665Tb0.185Ce0.15Cu1O4,13.5,cuprate
Nd1.85Ce0.15Cu0.996Ni0.004O4,13.5,cuprate
Pr1.295Gd0.555Ce0.15Cu1O4,13.5,cuprate
Pu1Fe0.1Co0.9Ga5,13.5,heavy-Fermion
Sr1Fe1.76Co0.24As2,13.5,iron-based
V0.75Al0.025Si0.225,13.5,others
Nb0.186V2.814Ga1,13.5,others
Y0.47Pr0.53Ba2Cu3O6.96,13.5,cuprate
Y0.95Gd0.05Ni2B2C1,13.5,others
V3Ga1,13.496,others
Nb0.71Mo0.29C1,13.45,others
Ba1Fe1.87Co0.09Zn0.04As2,13.42,iron-based
Ce0.15Ba0.85Fe2As2,13.4,iron-based
Li0.28Zr1N1Cl1,13.4,others
Li1Fe0.975Co0.025As1,13.4,iron-based
Mo0.1Tc0.9,13.4,others
Mo5Sn1S6,13.4,others
Mo6S6Br2,13.4,others
Na1Fe0.939Co0.061As1,13.4,iron-based
Sr1Fe1.816Co0.184As2,13.4,iron-based
Ti0.246V2.754Ga1,13.4,others
V2.94Fe0.06Si1,13.4,others
Y1Fe0.02Ni1.98B2C1,13.4,others
Li1Fe0.99Ni0.01As1,13.35,iron-based
V0.75Ga0.224Si0.0257,13.32,others
Ba1Pd0.106Fe1.894As2,13.3,iron-based
Ca1H1Fe0.78Co0.22As1,13.3,iron-based
La0.43Pt3Ca9.57Fe10As18,13.3,iron-based
Fe0.99Co0.01Se0.3Te0.7,13.3,iron-based
Fe1Se0.75Te0.25,13.3,iron-based
Fe1S0.01Se0.45Te0.54,13.3,iron-based
Nb0.81Ga0.19,13.3,others
V0.767Ga0.233,13.3,others
Mo5Ga0.5Sn1S6,13.3,others
Ho0.3Lu0.7Ni2B2C1,13.3,heavy-Fermion
Mo0.9V0.1C1,13.3,others
Nb1N0.93,13.3,others
Nb0.77Al0.069Ge0.023Sn0.138,13.3,others
Nb0.784Al0.022Ge0.065Sn0.129,13.3,others
Sm1Fe0.925Co0.075As1O1,13.3,iron-based
Eu0.042Sr0.958Fe1.76Co0.24As2,13.3,iron-based
V0.75Al0.03Si0.22,13.3,others
V3Ga0.13Si0.87,13.3,others
Gd0.055Lu0.945Ni2B2C1,13.28,heavy-Fermion
Fe1Se0.25Te0.75,13.225,iron-based
Fe1Se0.41Te0.41,13.2,others
H0.55La0.89Sr0.11Cu0.995Fe0.005O4,13.2,cuprate
La0.2Pb0.8Mo6.35S8,13.2,others
La1.85Sr0.15Cu0.9825Co0.0175O4,13.2,cuprate
Zr0.05Mo0.95C1,13.2,others
Pb0.9Mo5.1S6,13.2,others
Nb0.35Ti0.65N0.97,13.2,others
W0.3Nb0.7C1,13.2,others
W0.2Nb0.8C1,13.2,others
Zr0.3V2.7Si1,13.2,others
Sr1Fe1.752Co0.248As2,13.2,iron-based
Sr1Fe1.7Co0.3As2,13.2,iron-based
Pb0.026V0.003Ga0.974,13.2,others
Zr1N1Cl0.7,13.166667,others
Fe1Se0.164Te0.656,13.1,iron-based
Fe1S0.02Se0.4Te0.58,13.1,iron-based
Mo0.9Ti0.1C1,13.1,others
Nb0.25Mo0.75C1,13.1,others
Nb0.5Mo0.5C1,13.1,others
W0.25Nb0.75C1,13.1,others
Nb0.8Cr0.02Ga0.18,13.1,others
Nb0.8Fe0.02Ga0.18,13.1,others
V3Ga0.957Ge0.043,13.1,others
V0.745Al0.027Ga0.228,13.05,others
La3Ni2B2N3,13.0325,heavy-Fermion
Ba0.812K0.188Fe2As2,13,iron-based
Ba1.6Sr0.4Yb0.8Ca0.2Cu3O6.04,13,cuprate
Bi1.95Sr1.65La0.4Cu1F0.8O5.4,13,cuprate
C0.9N0.1Sr2Cu1O5.35,13,cuprate
Y0.9Zn0.1C1.45,13,others
Pt3.8Ca10Fe9.2As18,13,iron-based
Pt4.05Ca10Fe8.95As18,13,iron-based
Ca1Fe2P0.075As1.925,13,iron-based
Ca1Li2,13,others
Mo0.56Co0.44,13,others
Dy1Ba2Cu2.8Zn0.2O6.95,13,cuprate
Fe0.99Zn0.01Se0.3Te0.7,13,iron-based
Fe1.013Se0.3Te0.7,13,iron-based
Fe1.02S0.1Se0.4Te0.5,13,others
K0.08Zr1N1Cl1,13,others
La1.763Sr0.237Cu1O4,13,cuprate
La1.76Sr0.24Cu0.995Zn0.005O4,13,cuprate
La1.79Nd0.1Ba0.11Cu1O4,13,cuprate
La1.85Ca0.989Sr0.161Cu2O5.93,13,cuprate
La2.8Ba3.2Cu6O14.07,13,cuprate
Li0.3Ti1.1S2,13,others
Mo6Sn1S7,13,others
K2Na1H2.52C60N0.84,13,others
W0.35Nb0.65C1,13,others
Nb2.778Ti0.222Al1,13,others
Nb0.773Al0.023Ge0.023Sn0.181,13,others
Nb0.779Al0.055Ge0.055Sn0.111,13,others
Nd0.925Gd0.925Ce0.15Cu1O4,13,cuprate
Nd1.3Ba1.3Ca0.4Cu3O6.912,13,cuprate
Nd1.85Ce0.15Cu0.99Fe0.01O4,13,cuprate
Nd2Cu1F0.2O4,13,cuprate
Pr0.8Sr0.2Fe0.97Zn0.03As1O1,13,iron-based
Pr1.665Y0.185Ce0.15Cu1O4,13,cuprate
Pr1.83Ce0.17Cu1O3.99,13,cuprate
S1,13,others
Sm1.665Gd0.185Ce0.15Cu1O4,13,cuprate
Bi1Sr0.5Rb0.5O3,13,others
Sr1.75K0.25Cu1C1O5,13,cuprate
Tl1Ba0.2Ca0.8La1Cu1O5,13,cuprate
Y1.8Zr0.2C2.9,13,others
Y1Ni1.85Cu0.15B2C1,13,others
Y1Sr2Cu2.7Co0.3O6.5,13,cuprate
Zr1N1Cl1,13,others
Ba1Fe1.925Ni0.075As2,12.95,iron-based
V3Al0.5Ga0.5,12.9,others
La0.9Th0.1C1.5,12.9,others
Y0.7Ti0.3C1.5,12.9,others
Fe1Se0.2Te0.8,12.9,iron-based
Mg0.5B2Al0.5,12.9,others
Mo0.84V0.16C1,12.9,others
Nb0.24Tc0.76,12.9,others
Ru0.8Rh0.2Sr2Gd1Cu2O8,12.9,cuprate
Sr1Fe1.6Co0.4As2,12.9,iron-based
Y1.4Ti0.6C3,12.9,others
Pt0.075Au0.175Nb0.75,12.85,others
V3Si0.8Sn0.2,12.85,others
Ba0.2K0.8Fe2As2,12.8,iron-based
Ba1Fe1.774Co0.226As2,12.8,iron-based
La1.85Sr0.11Ho0.04Cu1O4,12.8,cuprate
Mo0.84Ti0.16C1,12.8,others
Mo0.8V0.2C1,12.8,others
Nb0.03Tc0.97,12.8,others
Nb0.06Tc0.94,12.8,others
Nb1N1.08O0.27,12.8,others
Nd1.83Ce0.17Cu1O4,12.8,cuprate
Pr0.9Sr0.1Fe1As1O1,12.8,iron-based
Nb0.3V2.7Si1,12.8,others
Sm1Ba2Cu3O6.55,12.8,cuprate
Ti0.013V0.987,12.8,others
Y1Ru0.02Ni1.98B2C1,12.8,others
Re0.3Mo0.7,12.75,others
Ba0.81K0.19Fe2As2,12.733333,iron-based
Bi1Ba0.45K0.55O3,12.7,others
Fe1.02Se0.15Te0.85,12.7,iron-based
Fe1.03Se0.3Te0.7,12.7,iron-based
Fe1Se0.492Te0.328,12.7,others
V3Ga0.8In0.2,12.7,others
La1.882Ba0.118Cu0.99Ni0.01O4,12.7,cuprate
La1.9Th0.1C1.35,12.7,others
Hf0.05Mo0.95C1,12.7,others
Nb0.85Mo0.15C1,12.7,others
Nb0.785Al0.096Ge0.096Sn0.022,12.7,others
Pb1Mo6S7.9Se0.1,12.7,others
Y1Mn0.1Ni1.9B2C1,12.7,others
Zr0.12N1Cl1,12.7,others
La1Fe0.925Co0.075As1O1,12.66,iron-based
Nb1Al0.5Ge0.5,12.6,others
Fe1Se0.45Te0.55,12.6,iron-based
La1.85Sr0.15Cu0.982Zn0.018O4,12.6,cuprate
Pb1Mo6.35S8,12.6,others
Mo6Sn1S8,12.6,others
Pt0.3Sr1Fe1.7As2,12.6,iron-based
V0.737Al0.05Ga0.213,12.6,others
V0.75Al0.0375Si0.2125,12.6,others
V2.799Cr0.201Ga1,12.6,others
Y0.85Tb0.15Ni2B2C1,12.54,others
Nb2.1V0.9Al1,12.5,others
Pt0.3Au0.7Nb3,12.5,others
Mo0.47B0.03C0.51,12.5,others
Pb0.85Bi0.15Ba1.9K0.1O4,12.5,others
Ba1Mn0.02Fe1.86Co0.12As2,12.5,iron-based
Ba1Mo0.026Fe1.974As2,12.5,iron-based
Pb0.75Bi0.25Ba1O3,12.5,others
Bi2Sr1.6Eu0.4Cu1O6.301,12.5,cuprate
W0.4Nb0.6C1,12.5,others
Fe1.03Se0.25Te0.75,12.5,iron-based
Fe1.053Se0.3Te0.7,12.5,iron-based
Ca4Ti0.66Fe2Al1.34As2O6,12.5,iron-based
V0.8Ga0.2,12.5,others
Nb2.4V0.6Ga1,12.5,others
La1.725Nd0.15Sr0.125Cu1O4,12.5,cuprate
La3Ni2B2N2.7,12.5,heavy-Fermion
Li0.4Zr1N1Cl1,12.5,others
Pb1Mo5S7,12.5,others
W0.5Nb0.5C1,12.5,others
Nb1P1S1,12.5,others
Nb0.781Al0.073Ge0.073Sn0.073,12.5,others
Nb0.8Cr0.025Ga0.175,12.5,others
Pr1.11Gd0.74Ce0.15Cu1O4,12.5,cuprate
Sm1Ru0.3Fe0.7As1O0.85F0.15,12.5,iron-based
Eu0.15Sr0.85Fe1.76Co0.24As2,12.5,iron-based
Sr2Cu1C0.95B0.05O5,12.5,cuprate
La1.885Sr0.115Cu0.9925Zn0.0075O4,12.45,cuprate
Pb1Mo6S8,12.45,others
Pt3.51Ca10Fe9.49As18,12.44,iron-based
Y0.9Cr0.1C1.45,12.4,others
La1.84Ba0.16Cu0.99Zn0.01O4,12.4,cuprate
Hf0.05Mo0.95C0.74,12.4,others
Nb0.8Ni0.02Ga0.18,12.4,others
Nb3Sn0.4Sb0.6,12.4,others
Y1.8Cr0.2C2.9,12.4,others
V0.75Ga0.05Si0.2,12.33,others
Ba1Pd0.054Fe1.946As2,12.3,iron-based
V0.778Ga0.222,12.3,others
La1.901Ba0.099Cu1O4,12.3,cuprate
La1.9Sr0.1Cu0.99Ni0.01O4,12.3,cuprate
Lu1Co0.1Ni1.95B2C1,12.3,heavy-Fermion
Hf0.15Nb0.85N0.94,12.3,others
Nb1N1.22O0.18,12.3,others
Eu0.3Pb0.7Mo6.35S8,12.3,others
Yb0.1Pb0.9Mo6Se8,12.3,others
Eu0.72Sr0.28Fe1.76Co0.24As2,12.3,iron-based
V0.725Al0.072Ga0.203,12.3,others
Ta0.198V2.802Ga1,12.3,others
Y1Ba2Cu3O6.346,12.3,cuprate
Nb0.51Mo0.49C1,12.22,others
Eu0.15Ca0.85Fe1As2,12.2,iron-based
Fe1S0.05Se0.3Te0.65,12.2,iron-based
V0.719Ga0.281,12.2,others
La0.25Bi1K0.75O3,12.2,others
Sr0.3K0.7Fe2As2,12.2,iron-based
La0.2Bi1K0.8O3,12.2,others
La1Fe0.973Zn0.027As1O0.68F0.28,12.2,iron-based
Li0.13Zr1N1Cl1,12.2,others
Mo1B0.01C0.82,12.2,others
Ta0.125Nb0.5V0.125Sn0.25,12.2,others
Ta0.5Nb2V0.5Sn1,12.2,others
Nb0.8Co0.02Ga0.18,12.2,others
Yb0.2Pb0.8Mo6Se8,12.2,others
Pr1Fe0.9Co0.1P0.15As0.85O1,12.2,iron-based
Sm0.9Pr0.1Ba2Cu3O6.55,12.2,cuprate
Tl1Mo6Se7.5,12.2,others
V0.741Al0.063Ga0.196,12.2,others
V0.75Si0.2Ge0.05,12.15,others
V0.7016Cr0.0484Ga0.25,12.14,others
Mo1C0.69,12.1,others
V0.704Ga0.296,12.1,others
Gd0.51Pr1.34Ce0.15Cu1O1,12.1,cuprate
Li1.04Ti1.96O4,12.1,others
Nb1N0.89,12.1,others
Rb2Na1H2.7C60N0.9,12.1,others
Nb0.3Mo0.7C1,12.1,others
Nb0.95Mo0.05C1,12.1,others
Sr1Fe1.76Co0.2Zn0.04As2,12.1,iron-based
V0.767Al0.147Ga0.086,12.1,others
V0.767Al0.022Ga0.214,12.1,others
Y1Pd0.7Ni1.3B2C1,12.1,others
Y1Pd0.5Ni1.5B2C1,12.1,others
Y1Pt0.4Ni1.6B2C1,12.1,others
Ta1C0.148N0.638,12.01,others
La1Fe0.95Co0.05As1O1,12.01,iron-based
B0.015C0.985,12,others
Ba0.7K0.3Fe1.66Co0.34As2,12,iron-based
Ba0.7K0.3Fe1.72Co0.28As2,12,iron-based
Ba0.816K0.184Fe2As2,12,iron-based
Bi2Sr1.9La0.1Cu1O6.2,12,cuprate
Mo1C0.681,12,others
Nb1C0.985,12,others
Ca1Fe1.73Co0.27As2,12,iron-based
Cu2Ga0.25Sr2Y1.3Ce0.7O8.6,12,cuprate
Fe0.98Zn0.02Se0.3Te0.7,12,iron-based
Hg0.75Mo0.25Ba2Cu1O4.59,12,cuprate
La1.35Sm0.45Sr0.2Cu1O4,12,cuprate
La1.64Nd0.2Ba0.16Cu1O4,12,cuprate
